Bowler,Innings,Overs,Runs,Wickets,Econ,Avg,SR,5W,BBI,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
Aamer Yamin,1,2,12,1,6,12,12,0,12-Jan,0.083333333,89.03133903,89.03133903,92.15633903,0.542096112
MJ Henry,1,4,32,1,8,32,24,0,Jan-32,0.03125,33.38675214,33.38675214,36.51175214,0.214775013
GH Worker,1,2,19,1,9.5,19,12,0,19-Jan,0.052631579,56.23031939,56.23031939,59.35531939,0.349148938
Mahmudullah,1,3,18,1,6,18,18,0,18-Jan,0.055555556,59.35422602,59.35422602,62.47922602,0.367524859
Umair Ali,2,4,28,1,7,28,24,0,13-Jan,0.035714286,38.15628816,38.15628816,41.28128816,0.242831107
Anshuman Rath,5,17,111,1,6.5,111,102,0,22-Jan,0.009009009,9.625009625,9.625009625,12.75000963,0.075000057
Nizakat Khan,2,6.5,26,1,3.8,26,41,0,9-Jan,0.038461538,41.09138725,41.09138725,44.21638725,0.260096396
AD Russell,3,10,106,1,10.6,106,60,0,Jan-43,0.009433962,10.07901951,10.07901951,13.20401951,0.077670703
CD de Lange,2,7,53,1,7.6,53,42,0,Jan-44,0.018867925,20.15803903,20.15803903,23.28303903,0.136959053
L Nou,3,10,66,1,6.6,66,60,0,24-Jan,0.015151515,16.18751619,16.18751619,19.31251619,0.113603036
ST Finn,2,8,68,1,8.5,68,48,0,Jan-39,0.014705882,15.71141277,15.71141277,18.83641277,0.110802428
Fayyaz Ahmed,1,3,29,1,9.7,29,18,0,29-Jan,0.034482759,36.84055408,36.84055408,39.96555408,0.235091495
MA Starc,1,4,32,1,8,32,24,0,Jan-32,0.03125,33.38675214,33.38675214,36.51175214,0.214775013
Qadeer Ahmed,1,4,38,1,9.5,38,24,0,Jan-38,0.026315789,28.11515969,28.11515969,31.24015969,0.183765645
MP O'Dowd,1,1.4,7,1,4.2,7,10,0,7-Jan,0.142857143,152.6251526,0,3.125,0.018382353
SJ Benn,1,3,42,1,14,42,18,0,Jan-42,0.023809524,25.43752544,25.43752544,28.56252544,0.168014856
Ahmed Raza,2,8,52,1,6.5,52,48,0,21-Jan,0.019230769,20.54569362,20.54569362,23.67069362,0.139239374
Nadeem Ahmed,8,24,172,1,7.2,172,144,0,25-Jan,0.005813953,6.21148877,6.21148877,9.33648877,0.054920522
SP Gauchan,4,15,85,1,5.7,85,90,0,30-Jan,0.011764706,12.56913022,12.56913022,15.69413022,0.092318413
Amjad Javed,2,5.2,61,1,11.4,61,32,0,Jan-37,0.016393443,17.51436178,17.51436178,20.63936178,0.12140801
S Aravind,1,3.4,44,1,12,44,22,0,Jan-44,0.022727273,24.28127428,24.28127428,27.40627428,0.161213378
Mohammad Nadeem,2,7,53,1,7.6,53,42,0,20-Jan,0.018867925,20.15803903,20.15803903,23.28303903,0.136959053
RD Berrington,4,7,68,1,9.7,68,42,0,31-Jan,0.014705882,15.71141277,15.71141277,18.83641277,0.110802428
Shakib Al Hasan,3,12,78,1,6.5,78,72,0,24-Jan,0.012820513,13.69712908,13.69712908,16.82212908,0.0989537
Umar Gul,1,2,23,1,11.5,23,12,0,23-Jan,0.043478261,46.45113341,46.45113341,49.57613341,0.291624314
AD Mathews,1,4,33,1,8.2,33,24,0,Jan-33,0.03030303,32.37503238,32.37503238,35.50003238,0.20882372
GT Main,1,3,21,1,7,21,18,0,21-Jan,0.047619048,50.87505088,50.87505088,54.00005088,0.317647358
JE Taylor,2,5,56,1,11.2,56,30,0,22-Jan,0.017857143,19.07814408,19.07814408,22.20314408,0.13060673
MC Sorensen,1,2.5,28,1,9.9,28,17,0,28-Jan,0.035714286,38.15628816,38.15628816,41.28128816,0.242831107
F Behardien,2,2,12,1,6,12,12,0,4-Jan,0.083333333,89.03133903,89.03133903,92.15633903,0.542096112
PW Borren,4,8,62,1,7.8,62,48,0,24-Jan,0.016129032,17.23187207,17.23187207,20.35687207,0.119746306
Sandeep Sharma,2,7,73,1,10.4,73,42,0,Jan-39,0.01369863,14.63528861,14.63528861,17.76028861,0.104472286
Taskin Ahmed,1,4,29,1,7.2,29,24,0,29-Jan,0.034482759,36.84055408,36.84055408,39.96555408,0.235091495
Mohammad Tauqir,3,7,55,0,7.9,-,-,0,0/13,0,0,0,0,0
Mohammad Hafeez,1,1,14,0,14,-,-,0,0/14,0,0,0,0,0
Soumya Sarkar,1,1,11,0,11,-,-,0,0/11,0,0,0,0,0
JL Ontong,1,1,17,0,17,-,-,0,0/17,0,0,0,0,0
MP Stoinis,1,1,13,0,13,-,-,0,0/13,0,0,0,0,0
SK Raina,1,3.1,12,0,3.8,-,-,0,0/12,0,0,0,0,0
Ahmed Shehzad,1,1,10,0,10,-,-,0,0/10,0,0,0,0,0
Nasir Aziz,1,4,21,0,5.2,-,-,0,0/21,0,0,0,0,0
DJG Sammy,4,7,77,0,11,-,-,0,0/17,0,0,0,0,0
M Morkel,1,4,37,0,9.2,-,-,0,0/37,0,0,0,0,0
MR Swart,3,3,15,0,5,-,-,0,0/1,0,0,0,0,0
Saeed Ajmal,1,3.2,25,0,7.5,-,-,0,0/25,0,0,0,0,0
GJ McCarter,2,5,50,0,10,-,-,0,0/20,0,0,0,0,0
KMDN Kulasekara,2,8,59,0,7.4,-,-,0,0/22,0,0,0,0,0
SR Watson,1,2,33,0,16.5,-,-,0,0/33,0,0,0,0,0
M Vijay,1,2,9,0,4.5,-,-,0,0/9,0,0,0,0,0
Sohag Gazi,1,2,16,0,8,-,-,0,0/16,0,0,0,0,0
Mohammad Shahzad,4,3.1,38,0,12,-,-,0,0/4,0,0,0,0,0
AR Nurse,2,5,46,0,9.2,-,-,0,0/22,0,0,0,0,0
CJ Boyce,1,1,19,0,19,-,-,0,0/19,0,0,0,0,0
J Anderson,1,1,13,0,13,-,-,0,0/13,0,0,0,0,0
MN Samuels,1,3,22,0,7.3,-,-,0,0/22,0,0,0,0,0
Amir Ali,1,2,13,0,6.5,-,-,0,0/13,0,0,0,0,0
Bilawal Bhatti,2,6,68,0,11.3,-,-,0,0/31,0,0,0,0,0
JK Mukhiya,1,2,10,0,5,-,-,0,0/10,0,0,0,0,0
P Khadka,7,19,120,0,6.3,-,-,0,0/7,0,0,0,0,0
Sufyan Mehmood,1,0.3,8,0,16,-,-,0,0/8,0,0,0,0,0
CJ Jordan,2,8,76,0,9.5,-,-,0,0/37,0,0,0,0,0
Jatinder Singh,1,2,17,0,8.5,-,-,0,0/17,0,0,0,0,0
Aamir Kaleem,2,3,31,0,10.3,-,-,0,0/11,0,0,0,0,0
CA Soper,1,4,22,0,5.5,-,-,0,0/22,0,0,0,0,0
MR Marsh,1,2,21,0,10.5,-,-,0,0/21,0,0,0,0,0
Zaheer Maqsood,1,3,30,0,10,-,-,0,0/30,0,0,0,0,0
CR Brathwaite,1,3,42,0,14,-,-,0,0/42,0,0,0,0,0
GJ Maxwell,1,2,12,0,6,-,-,0,0/12,0,0,0,0,0
JDF Vandersay,2,6,44,0,7.3,-,-,0,0/19,0,0,0,0,0
D Bishoo,1,1,11,0,11,-,-,0,0/11,0,0,0,0,0
KS Williamson,1,1,9,0,9,-,-,0,0/9,0,0,0,0,0
Waqas Khan,1,1,12,0,12,-,-,0,0/12,0,0,0,0,0
AR McBrine,1,2,21,0,10.5,-,-,0,0/21,0,0,0,0,0
