Batsman,Innings,Runs,Balls,Outs,Avg,SR,100s,50s,HS,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
JK Reed,1,8,3,1,-,266.7,0,0,8,2.666666667,592.5925926,0,0.232783705,0.001163919
BMAJ Mendis,2,8,7,2,4,114.3,0,0,8,0.571428571,126.984127,0,0.232783705,0.001163919
CT Bancroft,1,8,8,1,8,100,0,0,8,1,222.2222222,0,0.232783705,0.001163919
SN Thakur,1,7,6,1,-,116.7,0,0,7,1.166666667,259.2592593,0,0.203685742,0.001018429
XJ Doherty,1,7,8,1,7,87.5,0,0,7,0.875,194.4444444,0,0.203685742,0.001018429
Ankit Sharma,2,7,6,1,7,116.7,0,0,7,1.166666667,259.2592593,0,0.203685742,0.001018429
NM Lyon,3,7,9,1,7,77.8,0,0,4,0.777777778,172.8395062,0,0.203685742,0.001018429
S Milenko,1,7,11,1,7,63.6,0,0,7,0.636363636,141.4141414,0,0.203685742,0.001018429
AR Beadle,1,7,7,1,7,100,0,0,7,1,222.2222222,0,0.203685742,0.001018429
D Bishoo,2,7,9,1,-,77.8,0,0,5,0.777777778,172.8395062,0,0.203685742,0.001018429
GB Hogg,2,7,6,1,7,116.7,0,0,5,1.166666667,259.2592593,0,0.203685742,0.001018429
B Lee,1,7,4,1,7,175,0,0,7,1.75,388.8888889,0,0.203685742,0.001018429
R Rampaul,2,6,6,1,-,100,0,0,5,1,222.2222222,0,0.174587779,0.000872939
AR Keath,1,6,5,1,6,120,0,0,6,1.2,266.6666667,0,0.174587779,0.000872939
SL Malinga,1,6,10,1,-,60,0,0,6,0.6,133.3333333,0,0.174587779,0.000872939
Azhar Mahmood,1,6,7,1,6,85.7,0,0,6,0.857142857,190.4761905,0,0.174587779,0.000872939
VR Aaron,1,6,3,1,6,200,0,0,6,2,444.4444444,0,0.174587779,0.000872939
SW Tait,1,5,5,1,5,100,0,0,5,1,222.2222222,0,0.145489816,0.000727449
PM Siddle,1,5,10,1,5,50,0,0,5,0.5,111.1111111,0,0.145489816,0.000727449
Imran Tahir,2,5,6,1,5,83.3,0,0,3,0.833333333,185.1851852,0,0.145489816,0.000727449
CD Hartley,2,5,8,2,2.5,62.5,0,0,4,0.3125,69.44444444,69.44444444,69.58993426,0.347949671
A Zampa,3,5,9,3,1.7,55.6,0,0,3,0.185185185,41.15226337,41.15226337,41.29775319,0.206488766
ST Gabriel,3,5,8,1,-,62.5,0,0,2,0.625,138.8888889,0,0.145489816,0.000727449
JM Mennie,1,4,9,1,4,44.4,0,0,4,0.444444444,98.7654321,98.7654321,98.88182395,0.49440912
DS Kulkarni,2,4,11,2,2,36.4,0,0,3,0.181818182,40.4040404,40.4040404,40.52043226,0.202602161
M Morkel,1,4,3,1,-,133.3,0,0,4,1.333333333,296.2962963,0,0.116391853,0.000581959
DL Vettori,5,4,15,4,1,26.7,0,0,2,0.066666667,14.81481481,14.81481481,14.93120667,0.074656033
JL Pattinson,2,4,9,2,2,44.4,0,0,3,0.222222222,49.38271605,49.38271605,49.4991079,0.24749554
CM Gautam,1,4,5,1,4,80,0,0,4,0.8,177.7777778,0,0.116391853,0.000581959
K Lesporis,2,4,5,1,4,80,0,0,4,0.8,177.7777778,0,0.116391853,0.000581959
NO Miller,3,3,8,1,-,37.5,0,0,2,0.375,83.33333333,83.33333333,83.42062722,0.417103136
AJ Tye,2,3,10,1,-,30,0,0,2,0.3,66.66666667,66.66666667,66.75396056,0.333769803
RR Beaton,1,3,3,1,3,100,0,0,3,1,222.2222222,0,0.087293889,0.000436469
PV Tambe,2,3,5,1,-,60,0,0,2,0.6,133.3333333,0,0.087293889,0.000436469
EP Gulbis,2,3,7,2,1.5,42.9,0,0,3,0.214285714,47.61904762,47.61904762,47.70634151,0.238531708
CJ Green,1,3,5,1,3,60,0,0,3,0.6,133.3333333,0,0.087293889,0.000436469
DJ Willey,1,2,5,1,2,40,0,0,2,0.4,88.88888889,88.88888889,88.94708482,0.444735424
S Nadeem,1,2,7,1,2,28.6,0,0,2,0.285714286,63.49206349,63.49206349,63.55025942,0.317751297
Parvez Rasool,1,2,2,1,-,100,0,0,2,1,222.2222222,0,0.058195926,0.00029098
Fawad Ahmed,1,2,4,1,2,50,0,0,2,0.5,111.1111111,0,0.058195926,0.00029098
SD Parry,1,2,2,1,-,100,0,0,2,1,222.2222222,0,0.058195926,0.00029098
RG More,1,2,2,1,-,100,0,0,2,1,222.2222222,0,0.058195926,0.00029098
SL Rainbird,1,1,3,1,1,33.3,0,0,1,0.333333333,74.07407407,74.07407407,74.10317204,0.37051586
A Nehra,4,1,7,1,1,14.3,0,0,1,0.142857143,31.74603175,31.74603175,31.77512971,0.158875649
MA Beer,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.029097963,0.00014549
YS Chahal,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.029097963,0.00014549
DYA Davis,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.029097963,0.00014549
DJ Muthuswami,1,1,3,1,1,33.3,0,0,1,0.333333333,74.07407407,74.07407407,74.10317204,0.37051586
Bipul Sharma,1,1,2,1,1,50,0,0,1,0.5,111.1111111,0,0.029097963,0.00014549
CP Tremain,1,1,2,1,-,50,0,0,1,0.5,111.1111111,0,0.029097963,0.00014549
I Khan,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.029097963,0.00014549
S Gopal,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.029097963,0.00014549
BE Hendricks,1,1,2,1,-,50,0,0,1,0.5,111.1111111,0,0.029097963,0.00014549
T Shamsi,1,1,2,1,-,50,0,0,1,0.5,111.1111111,0,0.029097963,0.00014549
PJ Cummins,2,1,6,1,1,16.7,0,0,1,0.166666667,37.03703704,37.03703704,37.066135,0.185330675
MR Marsh,1,1,2,1,1,50,0,0,1,0.5,111.1111111,0,0.029097963,0.00014549
AC McDermott,1,0,5,1,0,0,0,0,0,0,0,0,0,0
LAS Sebastien,1,0,4,1,0,0,0,0,0,0,0,0,0,0
DE Johnson,1,0,1,1,0,0,0,0,0,0,0,0,0,0
R Bhatia,1,0,1,1,0,0,0,0,0,0,0,0,0,0
R Vinay Kumar,2,0,2,1,0,0,0,0,0,0,0,0,0,0
S Aravind,1,0,1,1,-,0,0,0,0,0,0,0,0,0
NP Winter,1,0,6,1,-,0,0,0,0,0,0,0,0,0
