Bowler,Innings,Overs,Runs,Wickets,Econ,Avg,SR,5W,BBI,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
TG Southee,7,28,247,6,8.8,41.2,28,0,Feb-32,0.024291498,35.20506953,35.20506953,40.56221239,0.238601249
JO Holder,10,35,277,6,7.9,46.2,35,0,11-Mar,0.02166065,31.39224612,31.39224612,36.74938897,0.216172876
NL McCullum,6,20,152,6,7.6,25.3,20,0,22-Apr,0.039473684,57.20823799,57.20823799,62.56538084,0.368031652
RS Bopara,7,20,160,6,8,26.7,20,0,18-Feb,0.0375,54.34782609,54.34782609,59.70496894,0.3512057
P Negi,10,30,252,6,8.4,42,30,0,25-Feb,0.023809524,34.50655625,34.50655625,39.8636991,0.234492348
SNJ O'Keefe,8,27.3,167,6,6.1,27.8,27.5,0,17-Feb,0.035928144,52.0697735,52.0697735,57.42691635,0.33780539
CP Tremain,6,21,211,6,10,35.2,21,0,Feb-32,0.028436019,41.21162168,41.21162168,46.56876453,0.273933909
Fawad Ahmed,8,30,155,6,5.2,25.8,30,0,13-Feb,0.038709677,56.10098177,56.10098177,61.45812462,0.36151838
KJ Cottoy,3,10,61,6,6.1,10.2,10,0,18-Apr,0.098360656,142.551675,0,5.357142857,0.031512605
CR Brathwaite,9,28.2,240,5,8.5,48,34,0,Mar-40,0.020833333,30.19323671,30.19323671,34.65752243,0.203867779
GS Sandhu,8,26.3,239,5,9,47.8,31.8,0,17-Feb,0.020920502,30.31956825,30.31956825,34.78385396,0.204610906
AC Agar,5,18,143,5,7.9,28.6,21.6,0,24-Feb,0.034965035,50.67396372,50.67396372,55.13824943,0.324342644
BE Hendricks,4,13,109,5,8.4,21.8,15.6,0,Feb-40,0.04587156,66.48052121,66.48052121,70.94480692,0.417322394
NP Winter,2,6.2,43,5,6.8,8.6,7.6,0,19-Mar,0.11627907,168.520391,0,4.464285714,0.026260504
MT Steketee,6,18.5,175,5,9.3,35,22.6,0,28-Feb,0.028571429,41.40786749,41.40786749,45.87215321,0.269836195
JR Hopes,8,26.3,203,5,7.7,40.6,31.8,0,23-Feb,0.024630542,35.6964375,35.6964375,40.16072321,0.236239548
DJ Muthuswami,6,14,101,4,7.2,25.2,21,0,18-Feb,0.03960396,57.39704405,57.39704405,60.96847262,0.358638074
XJ Doherty,5,19,156,4,8.2,39,28.5,0,Feb-29,0.025641026,37.16090673,37.16090673,40.7323353,0.239601972
ST Gabriel,10,29.5,225,4,7.5,56.2,44.8,0,19-Mar,0.017777778,25.76489533,25.76489533,29.3363239,0.172566611
KAJ Roach,6,21.1,207,4,9.8,51.8,31.8,0,Feb-37,0.019323671,28.00532101,28.00532101,31.57674958,0.185745586
TT Bresnan,4,14,119,4,8.5,29.8,21,0,18-Mar,0.033613445,48.71513823,48.71513823,52.2865668,0.30756804
Iqbal Abdulla,5,19,150,4,7.9,37.5,28.5,0,Feb-36,0.026666667,38.647343,38.647343,42.21877157,0.248345715
DJ Willey,3,12,73,4,6.1,18.2,18,0,24-Feb,0.054794521,79.41234862,79.41234862,82.98377719,0.488139866
DL Vettori,12,45,303,4,6.7,75.8,67.5,0,22-Feb,0.01320132,19.13234802,19.13234802,22.70377659,0.133551627
STR Binny,10,19,140,4,7.4,35,28.5,0,27-Feb,0.028571429,41.40786749,41.40786749,44.97929607,0.264584095
JL Pattinson,4,15,109,4,7.3,27.2,22.5,0,23-Feb,0.036697248,53.18441697,53.18441697,56.75584554,0.333857915
AL Fekete,3,9,92,4,10.2,23,13.5,0,Feb-44,0.043478261,63.01197227,63.01197227,66.58340085,0.391667064
A Ashish Reddy,4,6,50,3,8.3,16.7,12,0,11-Jan,0.06,86.95652174,86.95652174,89.63509317,0.527265254
Ankit Sharma,4,14,114,3,8.1,38,28,0,26-Jan,0.026315789,38.13882532,38.13882532,40.81739675,0.240102334
Bipul Sharma,3,7,50,3,7.1,16.7,14,0,13-Feb,0.06,86.95652174,86.95652174,89.63509317,0.527265254
CJ Simmons,4,8,53,3,6.6,17.7,16,0,26-Feb,0.056603774,82.03445447,82.03445447,84.7130259,0.498311917
DW Steyn,6,19,170,3,8.9,56.7,38,0,Feb-38,0.017647059,25.57544757,25.57544757,28.254019,0.166200112
JJ Bumrah,4,15,184,3,12.3,61.3,30,0,Jan-38,0.016304348,23.6294896,23.6294896,26.30806103,0.1547533
RA Reifer,3,10.5,81,3,7.5,27,21.7,0,25-Jan,0.037037037,53.67686527,53.67686527,56.3554367,0.331502569
BA Stokes,4,5,61,3,12.2,20.3,10,0,22-Feb,0.049180328,71.27583749,71.27583749,73.95440892,0.435025935
CJ Gannon,3,10.3,98,3,9.3,32.7,21,0,Feb-32,0.030612245,44.36557232,44.36557232,47.04414374,0.276730257
DE Johnson,2,4,37,3,9.2,12.3,8,0,27-Feb,0.081081081,117.5088132,0,2.678571429,0.015756303
VR Aaron,5,17.3,177,3,10.1,59,35,0,24-Feb,0.016949153,24.56398919,24.56398919,27.24256062,0.160250357
BJ Dwarshuis,1,4,25,3,6.2,8.3,8,0,25-Mar,0.12,173.9130435,0,2.678571429,0.015756303
SL Rainbird,2,6,54,3,9,18,12,0,Mar-37,0.055555556,80.51529791,80.51529791,83.19386934,0.489375702
NM Hauritz,6,13.3,122,3,9,40.7,27,0,Feb-34,0.024590164,35.63791875,35.63791875,38.31649017,0.225391119
BCJ Cutting,10,27,214,3,7.9,71.3,54,0,19-Jan,0.014018692,20.31694433,20.31694433,22.99551576,0.13526774
Gurkeerat Singh,3,9,66,3,7.3,22,18,0,17-Feb,0.045454545,65.87615283,65.87615283,68.55472426,0.403263084
JA Morkel,4,12,109,3,9.1,36.3,24,0,21-Feb,0.027522936,39.88831272,39.88831272,42.56688415,0.250393436
Shoaib Malik,5,14,93,3,6.6,31,28,0,Mar-37,0.032258065,46.75081814,46.75081814,49.42938957,0.290761115
JS Paris,3,12,113,2,9.4,56.5,36,0,Feb-39,0.017699115,25.65089137,25.65089137,27.43660565,0.161391798
PM Siddle,4,13,90,2,6.9,45,39,0,15-Feb,0.022222222,32.20611916,32.20611916,33.99183345,0.199951961
BJ Hodge,2,3,21,2,7,10.5,9,0,9-Jan,0.095238095,138.026225,0,1.785714286,0.010504202
TM Dilshan,3,7,56,2,8,28,21,0,9-Jan,0.035714286,51.75983437,51.75983437,53.54554865,0.314973816
YK Pathan,5,10,97,2,9.7,48.5,30,0,Feb-40,0.020618557,29.88196623,29.88196623,31.66768052,0.186280474
E Leie,2,7,41,2,5.9,20.5,21,0,25-Feb,0.048780488,70.69635914,70.69635914,72.48207342,0.426365138
DM Bravo,1,2,27,2,13.5,13.5,6,0,27-Feb,0.074074074,107.3537305,0,1.785714286,0.010504202
J Yadav,3,7,29,2,4.1,14.5,21,0,8-Jan,0.068965517,99.95002499,99.95002499,101.7357393,0.598445525
EP Gulbis,2,8,60,2,7.5,30,24,0,22-Jan,0.033333333,48.30917874,48.30917874,50.09489303,0.294675841
DR Smith,2,3,29,2,9.7,14.5,9,0,12-Jan,0.068965517,99.95002499,99.95002499,101.7357393,0.598445525
JS Floros,5,11.1,94,2,8.4,47,33.5,0,Feb-35,0.021276596,30.83564601,30.83564601,32.62136029,0.191890355
N Dutta,3,11,90,2,8.2,45,33,0,Feb-32,0.022222222,32.20611916,32.20611916,33.99183345,0.199951961
PJ Cummins,5,18,162,2,9,81,54,0,26-Jan,0.012345679,17.89228842,17.89228842,19.67800271,0.115752957
B Dwarshuis,1,4,31,2,7.8,15.5,12,0,Feb-31,0.064516129,93.50163628,93.50163628,95.28735056,0.560513827
JM Mennie,2,7,82,2,11.7,41,21,0,Jan-38,0.024390244,35.34817957,35.34817957,37.13389385,0.21843467
SK Raina,5,12,93,2,7.8,46.5,36,0,29-Jan,0.021505376,31.16721209,31.16721209,32.95292638,0.193840743
SD Parry,2,4,33,2,8.2,16.5,12,0,16-Jan,0.060606061,87.83487044,87.83487044,89.62058473,0.52717991
J Warrican,3,9,82,2,9.1,41,27,0,17-Jan,0.024390244,35.34817957,35.34817957,37.13389385,0.21843467
RM Duffield,4,13,130,2,10,65,39,0,30-Jan,0.015384615,22.29654404,22.29654404,24.08225832,0.141660343
NO Miller,5,13,96,2,7.4,48,39,0,25-Jan,0.020833333,30.19323671,30.19323671,31.978951,0.188111476
HH Pandya,8,17,176,1,10.4,176,102,0,13-Jan,0.005681818,8.234519104,8.234519104,9.127376247,0.053690449
O Peters,1,2,26,1,13,26,12,0,26-Jan,0.038461538,55.74136009,55.74136009,56.63421723,0.333142454
AR Beadle,2,8,61,1,7.6,61,48,0,Jan-39,0.016393443,23.7586125,23.7586125,24.65146964,0.145008645
CJ Anderson,2,4,33,1,8.2,33,24,0,21-Jan,0.03030303,43.91743522,43.91743522,44.81029236,0.263589955
GD Putland,1,4,16,1,4,16,24,0,16-Jan,0.0625,90.57971014,90.57971014,91.47256729,0.538073925
I Sharma,4,14,159,1,11.4,159,84,0,25-Jan,0.006289308,9.114939386,9.114939386,10.00779653,0.058869391
JPR Scantlebury-Sear,3,8,81,1,10.1,81,48,0,29-Jan,0.012345679,17.89228842,17.89228842,18.78514557,0.110500856
Parvez Rasool,2,5,31,1,6.2,31,30,0,20-Jan,0.032258065,46.75081814,46.75081814,47.64367528,0.280256913
Shivam Sharma,1,3,44,1,14.7,44,18,0,Jan-44,0.022727273,32.93807642,32.93807642,33.83093356,0.199005492
Yuvraj Singh,6,9,72,1,8,72,54,0,14-Jan,0.013888889,20.12882448,20.12882448,21.02168162,0.123656951
KC Cariappa,1,2,28,1,14,28,12,0,28-Jan,0.035714286,51.75983437,51.75983437,52.65269151,0.309721715
R Dhawan,5,12,110,1,9.2,110,72,0,12-Jan,0.009090909,13.17523057,13.17523057,14.06808771,0.082753457
AN Ahmed,3,12,128,1,10.7,128,72,0,28-Jan,0.0078125,11.32246377,11.32246377,12.21532091,0.071854829
LW Feldman,1,4,53,1,13.2,53,24,0,Jan-53,0.018867925,27.34481816,27.34481816,28.2376753,0.166103972
DJ Hooda,7,15.1,129,1,8.5,129,91,0,Jan-35,0.007751938,11.23469273,11.23469273,12.12754987,0.071338529
R Tewatia,1,3,31,1,10.3,31,18,0,31-Jan,0.032258065,46.75081814,46.75081814,47.64367528,0.280256913
A Flintoff,4,6,70,1,11.7,70,36,0,28-Jan,0.014285714,20.70393375,20.70393375,21.59679089,0.127039946
HP Kingston,1,2,23,1,11.5,23,12,0,23-Jan,0.043478261,63.01197227,63.01197227,63.90482942,0.375910761
TL Lawford,4,8,75,1,9.4,75,48,0,12-Jan,0.013333333,19.3236715,19.3236715,20.21652864,0.118920757
AR Nurse,4,7.1,69,1,9.6,69,43,0,20-Jan,0.014492754,21.00399076,21.00399076,21.8968479,0.128804988
I Khan,2,5,34,1,6.8,34,30,0,22-Jan,0.029411765,42.62574595,42.62574595,43.51860309,0.255991783
NLTC Perera,2,6,55,1,9.2,55,36,0,Jan-33,0.018181818,26.35046113,26.35046113,27.24331828,0.160254813
TM Head,4,7,52,1,7.4,52,42,0,8-Jan,0.019230769,27.87068004,27.87068004,28.76353719,0.169197278
AJ Turner,2,2,14,1,7,14,12,0,6-Jan,0.071428571,103.5196687,0,0.892857143,0.005252101
RG More,2,5.5,63,1,10.8,63,35,0,Jan-35,0.015873016,23.00437083,23.00437083,23.89722797,0.140571929
IA Moran,1,1,19,1,19,19,6,0,19-Jan,0.052631579,76.27765065,76.27765065,77.17050779,0.453944163
Karanveer Singh,4,14,157,1,11.2,157,84,0,30-Jan,0.006369427,9.231053263,9.231053263,10.12391041,0.059552414
S Gopal,1,2.1,23,1,10.6,23,13,0,23-Jan,0.043478261,63.01197227,63.01197227,63.90482942,0.375910761
SN Thakur,1,3,38,1,12.7,38,18,0,Jan-38,0.026315789,38.13882532,38.13882532,39.03168247,0.229598132
CJ Green,3,7,34,1,4.9,34,42,0,14-Jan,0.029411765,42.62574595,42.62574595,43.51860309,0.255991783
N Deonarine,2,6,52,1,8.7,52,36,0,31-Jan,0.019230769,27.87068004,27.87068004,28.76353719,0.169197278
CA Rose,2,7,55,1,7.9,55,42,0,Jan-33,0.018181818,26.35046113,26.35046113,27.24331828,0.160254813
JM Holland,3,11,86,1,7.8,86,66,0,21-Jan,0.011627907,16.8520391,16.8520391,17.74489624,0.104381743
MG Neser,3,10,80,1,8,80,60,0,26-Jan,0.0125,18.11594203,18.11594203,19.00879917,0.111816466
S Shillingford,2,8,80,1,10,80,48,0,Jan-36,0.0125,18.11594203,18.11594203,19.00879917,0.111816466
ND Stewart,3,3,30,0,10,-,-,0,0/8,0,0,0,0,0
SJC Keen,1,1,10,0,10,-,-,0,0/10,0,0,0,0,0
CH Gayle,4,5,50,0,10,-,-,0,0/6,0,0,0,0,0
G Walker,1,3,47,0,15.7,-,-,0,0/47,0,0,0,0,0
KP Pietersen,2,2,20,0,10,-,-,0,0/7,0,0,0,0,0
M Vijay,2,4,28,0,7,-,-,0,0/12,0,0,0,0,0
PP Ojha,1,2,23,0,11.5,-,-,0,0/23,0,0,0,0,0
AJ Finch,4,4.4,29,0,6.2,-,-,0,0/5,0,0,0,0,0
MR Marsh,1,2,16,0,8,-,-,0,0/16,0,0,0,0,0
BR Dunk,1,1,10,0,10,-,-,0,0/10,0,0,0,0,0
LAS Sebastien,1,1,23,0,23,-,-,0,0/23,0,0,0,0,0
MW Dixon,1,4,48,0,12,-,-,0,0/48,0,0,0,0,0
Azhar Mahmood,1,3,41,0,13.7,-,-,0,0/41,0,0,0,0,0
C Stevenson,1,2,20,0,10,-,-,0,0/20,0,0,0,0,0
S Nadeem,2,7,43,0,6.1,-,-,0,0/18,0,0,0,0,0
V Kohli,2,1.5,10,0,5.5,-,-,0,0/4,0,0,0,0,0
JD Unadkat,1,3,30,0,10,-,-,0,0/30,0,0,0,0,0
RN ten Doeschate,1,1,4,0,4,-,-,0,0/4,0,0,0,0,0
CD Barnwell,2,3,46,0,15.3,-,-,0,0/22,0,0,0,0,0
ADS Fletcher,1,1,10,0,10,-,-,0,0/10,0,0,0,0,0
KR Mayers,3,4,36,0,9,-,-,0,0/7,0,0,0,0,0
MN Samuels,2,2.3,31,0,12.4,-,-,0,0/5,0,0,0,0,0
B Stanlake,1,3,18,0,6,-,-,0,0/18,0,0,0,0,0
P Suyal,3,10,95,0,9.5,-,-,0,0/22,0,0,0,0,0
AB Dinda,2,5,62,0,12.4,-,-,0,0/23,0,0,0,0,0
EMDY Munaweera,1,1,14,0,14,-,-,0,0/14,0,0,0,0,0
R Bhatia,2,5,46,0,9.2,-,-,0,0/23,0,0,0,0,0
DP Nannes,1,1,10,0,10,-,-,0,0/10,0,0,0,0,0
LMP Simmons,2,2.3,21,0,8.4,-,-,0,0/3,0,0,0,0,0
PG Wintz,1,3,17,0,5.7,-,-,0,0/17,0,0,0,0,0
AC McDermott,1,1,12,0,12,-,-,0,0/12,0,0,0,0,0
B Brainder Sran,1,3,31,0,10.3,-,-,0,0/31,0,0,0,0,0
